,Unnamed: 0,ID,text,image,text.1,image.1,text.2,image.2,tweet,text_polarity,image_polarity,polarity
14238,14238,17358,0,1,1,0,0,0,Great night with #Vancouver Board of Trade #cocktaillounge #thestudioc great night!... https://t.co/RSNsRJFWiq,1,1,1
14239,14239,17359,1,1,1,1,1,1,"Open House this Saturday,see the school , &amp; register your toddler.#Vancouver #preschool.http://t.co/jnNdGEJhms",1,1,1
14240,14240,17360,0,-1,0,0,-1,-1,Hope noone's hurt. #boatfire #yachtfire #georgiastraight #CNDcoastguard #vancouver,-1,-1,-1
14241,14241,17361,1,1,1,1,1,1,We had a dramatic sunset last night! #dramaticsunset #sunset #westvancouver,1,1,1
14242,14242,17362,1,0,1,1,0,1,Come visit us at Slide The City in North Vancouver tomorrow! #SlipNSlide with @LondonDrugs #Vancouver #NorthVan,1,1,1
14243,14243,17363,1,1,0,0,1,0,We love #Vancouver,1,1,1
14244,14244,17364,1,1,1,1,1,1,Listening to some good tunes! #Spotify #Vancouver #sundayfunday ????,1,1,1
14245,14245,17365,1,1,1,1,0,0,Vancouver here I come! #Air Canada #Vancouver #iphonography,1,1,1
14246,14246,17366,1,0,1,1,1,0,Luv u @JanetJackson #UnbreakableVancouver,1,1,1
14247,14247,17367,1,0,0,0,1,0,Congrats to my friends at @mpmercury for taking 3rd place in the #VancouverChinookClassic. @fishWCFC @PSF @d1c2p3,1,0,1
14248,14248,17368,-1,-1,1,0,1,1,"For those who asked, here's the #vancouver #weirdo who sent me the photo via Facebook PM. Name withheld.",1,0,1
14249,14249,17369,1,1,0,1,0,0,Torchietti #noodle with arugula walnut #pesto &amp; house-made smoked ricotta @niclisnextdoor. #FoodyFreaks #vancouver,1,1,1
14250,14250,17370,1,1,1,1,1,1,2 is better than 1. @billabongwomens #shopvancouver #kerrisdale #fallfashion #billabongwomens,1,1,1
14251,14251,17371,0,0,0,0,0,0,Childminding services for our 9:30am Hatha Yoga Classes every Tuesday and Thursday! #Vancouver #Yoga,0,0,0
14252,14252,17372,-1,0,0,0,0,0,Why is flag half mast today @UBC? #UBC #Vancouver @UBCfyi @CKNW @NEWS1130 @GlobalBC @CTVVancouver @CBCVancouver,-1,0,-1
14253,14253,17373,1,1,1,1,1,1,Not a bad view #Vancouver,1,1,1
14254,14254,17374,1,1,1,1,1,1,LOL! A buddy of mine who lives in Hawaii tagged me in this on Instagram. #NorthVancouver #Vancouver #BritishColumbia,1,1,1
14255,14255,17375,0,1,0,0,1,1,Interior Design Show (IDS) West 2015 @IDSwest #IDS #IDSwest #design #vancouver #gastown http://t.co/01vav8r561,1,1,1
14256,14256,17376,0,0,1,1,0,0,@flytetymejam preparing some #InductJanet swag for opening night @JanetJackson @GHSDuldulao #UnbreakableVancouver,1,1,1
14257,14257,17377,0,1,0,0,0,0,Say bye to summer at #VancouverÃ¢â¬â¢s most raved outdoor electronic music event: @Sunwavebc http://t.co/NhRmPAuo8g,0,1,1
14258,14258,17378,0,1,1,0,1,0,#streetphotography just drop that #rose and go for a real symbol of love @TiffanyAndCo #tiffanys downtown #vancouver,1,1,1
14259,14259,17379,1,1,1,1,1,1,Great show last night from @BenHarper @MalkinBowl #Vancouver,1,1,1
14260,14260,17380,0,0,-1,-1,0,0,This is what remains from the beginnings of toilet-bowl girl ?????? #DeadLikeMe #Vancouver @BryanFuller,-1,-1,-1
14261,14261,17381,1,1,1,1,0,0,Love#troutlake farmers market #Vancouver,1,1,1
14262,14262,17382,1,1,1,1,1,1,#onlyInVancouver #Vancouverites love their shiny extravagant #cars checkout the finish,1,1,1
14263,14263,17383,0,1,1,1,0,1,Ow. Those are my heartstrings being tugged. #Vancouver #oceanview,1,1,1
14264,14264,17384,1,1,1,1,1,1,Such a beautiful sheen of fuel across False Creek today. #Vancouver #allthecolorsoftherainbow,1,1,1
14265,14265,17385,1,1,1,1,0,0,@FreshAirCinema Outdoor watching #Tomorrowland at Stanley Park!! #Summer #Vancouver,1,1,1
14266,14266,17386,-1,-1,1,0,-1,1,Almost looks fake... Near my place #vancouver #BCstorm #wind,-1,0,-1
14267,14267,17387,0,0,0,0,0,0,#Vancouver Wed.Sept.16 @winebcdotcom #ChefMeetsBCGrape supporting @theartsclub Tix: #BCWine http://t.co/h7Em15FK94,0,0,0
14268,14268,17388,0,0,1,1,-1,0,@MalonesVan never disappoints great #beer menu even better #food #chickenparma #happinessonaplate #vancouver,0,1,1
14269,14269,17389,1,0,1,0,0,1,"Minutes before the screening and Q &amp;A of @peligentedebien, Franco Lolli #Vancouver. Photo by @_judithguzman",1,1,1
14270,14270,17390,0,0,1,1,1,1,Nice to spend time with @Dave_Eby &amp; chat about all issues related to our #Vancouver #Jewish Community @cafefortyone41,1,1,1
14271,14271,17391,-1,0,0,0,0,1,"Prepping for an endurance run? Kick it up with our """"Healthy Slur""""-Tequila Beetroot Bolognese #glutenfree #Vancouver",-1,1,0
14272,14272,17392,0,0,1,1,1,1,Look who got out golfing in @Stanleyparkgolf while visiting in #Vancouver last month. Martin @HahnAirLines,1,1,1
14273,14273,17393,1,1,1,0,0,1,Quite a workout on the hills tonight thanks to Coach Carey and @ForerunnersVan #running #vancouver #hilltraining,1,1,1
14274,14274,17394,1,1,1,0,1,1,Bon jovi what an amazing concert!!! He really came through for his fans #bonjovi #vancouverisawesome,1,1,1
14275,14275,17395,1,1,1,0,1,1,@EmpireOfTheSun is killing it in #Vancouver!! Great visuals!!,1,1,1
14276,14276,17396,1,1,1,1,0,0,"Tim Flannery, intl #climate/dialogue hero to be honoured by @SFUDialogue. Coming to #Vancouver http://t.co/8O50nfgjHR",1,1,1
14277,14277,17397,1,1,0,1,1,1,Just one spoonful of #icecream and I'm done #BigLiesYouTellYourself #Vancouver #Marketing #Design #Dessert #Followme,1,1,1
14278,14278,17398,1,1,1,1,0,0,Coming in to #Vancouver with a view of #WestVan!!,1,1,1
14279,14279,17399,1,0,0,0,1,0,Travel thru space &amp; time w/ my 'Love For Free' mix! Tix 4 @DaMFunK 9/10 #Vancouver on sale now http://t.co/aD0vkVS7Mt,1,0,1
14280,14280,17400,1,1,1,1,1,1,Get some COOL #furniture at this 3 day blowout sale: #Vancouver http://t.co/ccQXfEOun0,1,1,1
14281,14281,17401,1,1,0,-1,0,0,#xfiles is filming tonight along W Hastings between Thurlow and Burrard #Vancouver #xfiles2015. Then at the Viaduct,1,0,1
14282,14282,17402,-1,-1,-1,-1,0,0,This big lit-up hashtag is wicked. #nordstromvan #Vancouver,-1,-1,-1
14283,14283,17403,1,0,0,0,1,1,"All signs point to #yvr. See you at the @RailwayClub, friends. 8:30. #Vancouver",1,1,1
14284,14284,17404,0,0,1,-1,1,1,#itokeinpublic @VanCityCouncil #marijuana #Vancouver keep vapor lounges open,1,0,1
14285,14285,17405,-1,-1,-1,-1,0,0,I hate that they call eggs Benedict eggs Benny. #Vancouver,-1,-1,-1
14286,14286,17406,1,1,0,1,0,0,Discovering new high tea digs! #kerrisdale #vancouver #afternoontea,1,1,1
14287,14287,17407,1,1,1,0,0,0,@edskrein At the #theatre waiting for your #film to start! TheTransporter #Vancouver #viawesome #actionfilm #edskrein,1,1,1
14288,14288,17408,1,1,0,1,1,1,Well good morning to you too #Vancouver!,1,1,1
14289,14289,17409,0,0,1,1,1,1,"Never far from a #Starbucks in #Vancouver. (@ Starbucks in North Vancouver, Canada) https://t.co/MduQR9JztA",1,1,1
14290,14290,17410,0,0,0,0,1,1,A #Shabbat message about building our #community. #ourcommunity2020 #vancouver #jewish http://t.co/M5Ref2H6wk,1,1,1
14291,14291,17411,0,0,1,1,0,1,We continue glowing smiles on #Vancouver. Before the screening of @peligentedebien Photo by @_judithguzman,1,1,1
14292,14292,17412,1,0,1,0,1,0,#affirmation of the day #chiropractic #Vancouver,1,0,1
14293,14293,17413,0,0,1,1,1,1,Best honeymoon I've ever been on. #Vancouver,1,1,1
14294,14294,17414,0,0,0,0,0,-1,"The perfect men's jeans,34 Heritage- Charisma.http://t.co/v1bFjj1XTZ Ã¢â¬Â¦ #mensjeans #fashion #Trending #Vancouver #ONT",0,-1,-1
14295,14295,17415,1,1,0,1,0,0,You don't need a sweater when your fueled by booze #vancouver #canadians,1,1,1
14296,14296,17416,1,0,1,1,1,1,Checking out yoga at Dude Chilling Park. #Vancouver,1,1,1
14297,14297,17417,1,1,1,1,1,1,"Go with the #newyork ! #Vancouver (@ Downtown Vancouver in Vancouver, BC w/ @tokyoricky) https://t.co/RHnTrRCGVp",1,1,1
14298,14298,17418,-1,-1,-1,-1,0,0,"Tree from protected area came down in #Vancouver, #storm lastweek.",-1,-1,-1
14299,14299,17419,0,0,0,0,0,0,Tickets for #fallforlocal are officially on sale. Head to to snag your spot xo! #vancouver http://t.co/QlU2oMlAib,0,0,0
14300,14300,17420,0,0,1,1,1,1,Remember to eat your vegetables @Bambuddagastown. #FoodyFreaks #foodyfreaksverified #Instagram #Vancouver #Gastown,1,1,1
14301,14301,17421,0,0,0,0,0,0,FOR LEASE. 194 Pemberton Ave. 2400 sf of industrial space. #northvancouver http://t.co/YDiHRPCZfv,0,0,0
14302,14302,17422,0,0,1,1,0,0,"New List: Keenan Neilly 318-511 W. 7th Ave.1 BR 1 BA $$418,000 #Vancouver #Condo @keenanhomes http://t.co/kUoeeLNSpf",1,1,1
14303,14303,17423,0,0,0,1,1,1,"Huge thanks to @Jukebox, for your prompt, thorough, and environmentally conscious printing service! #vancouverbiz",1,1,1
14304,14304,17424,1,1,1,1,1,1,Beautiful sunset on our cruise back home tonight. @BCFerries #exploreBC #explorevancouverisland,1,1,1
14305,14305,17425,1,1,0,1,0,0,Holistic veterinary care... Because #Vancouver,1,1,1
14306,14306,17426,1,1,0,-1,1,1,@Nordstrom looks like people have been waiting very long for #vancouver #nordstrom,1,1,1
14307,14307,17427,1,-1,1,1,1,1,#UFC #MMA legend live in #Vancouver #vancitybuzz #YVR #vancity come attend the meet &amp; greet and #seminar,1,1,1
14308,14308,17428,0,0,1,1,1,1,Bradley in #Vancouver before my lunch run today - at the Olympic Cauldron and with my @buff_usa! #bibchat,1,1,1
14309,14309,17429,0,-1,-1,0,-1,-1,This guy thinks it's ok to steal from @BigBrosOnline donation bins. #Vancouver #thief @VancouverPD @SolveCrime,-1,-1,-1
14310,14310,17430,1,1,1,1,1,1,I guess the view is worth it :P #grousegrind #Vancouver #BeautifulBritishColumbia,1,1,1
14311,14311,17431,0,0,0,0,0,1,Cozy Fall Essentials @getplenty // Pocket Pal in Bone #shoplocal #vancouver,0,1,1
14312,14312,17432,1,1,0,0,1,0,onomm @pizzeriafarina in #downtown just before the sun sets #foodie #pizza #dinnerwithaview #nofilters #vancouver,1,1,1
14313,14313,17433,1,1,0,1,1,0,@claireywalsh loving an evening drink and food #Vancouver,1,1,1
14314,14314,17434,-1,1,1,1,1,1,Monday. Ew. #vancouver,1,1,1
14315,14315,17435,1,1,1,1,0,0,Treated to some sunshine on Granville Island on our last day in Vancouver! #vancouver #sun #sunshine #britishcolumbia,1,1,1
14316,14316,17436,0,0,1,1,0,0,Go listen to Juls &amp; I's EP #VancouversOwnUnknown on http://t.co/EAnydUMD6b.,1,1,1
14317,14317,17437,0,0,0,0,0,0,#Italian Kitchen #Robson Street #VANCOUVER Excellent-dined here on the weekend http://t.co/3K6QEvnyM6,0,0,0
14318,14318,17438,-1,0,-1,0,0,0,"Hey @TransLink, quite a large gap in the number 3 bus heading south on main. #NotCool #Vancouver #Transit #BC",-1,0,-1
14319,14319,17439,1,1,1,1,1,0,Day 3: going to new places with friends. #101smiles #beautifulbc #AlouetteLake #igersvancouver,1,1,1
14320,14320,17440,1,-1,0,1,0,0,Payday bitches!!!! Hack the planet with me while we still can #payday #payday2 #motorcyclesvancouver,1,0,1
14321,14321,17441,1,1,1,1,1,1,Photo Int'l Exhibit Deadline Submit by Aug31 @VanDusenGdn #vancouver http://t.co/REf8sAiyvH,1,1,1
14322,14322,17442,0,0,0,0,1,0,#McIntosh Grocery #West End #Vancouver I can say this store is for http://t.co/dnQyhakaWa,1,0,1
14323,14323,17443,0,0,1,0,1,1,Registration for the 2016 Americas Masters Games NOW OPEN! #amgames2016 #vancouver https://t.co/ZzuiXFXCnp,1,1,1
14324,14324,17444,1,1,0,0,0,0,#Vancouver Oct 1/2: Manage Corp Exposure to Climate Risks w a #GHG Reduction Plan. - 20% now http://t.co/0ptoW5mv2k,1,1,1
14325,14325,17445,0,0,0,1,0,0,light vs dark #clouds with a little #bluesky #Vancouver,0,1,1
14326,14326,17446,1,1,0,0,1,0,@JanetJackson ATL has arrived. So excited. Can't wait for #UnbreakableVancouver #UnbreakableVancouver #NoSleeep,1,1,1
14327,14327,17447,0,0,1,1,1,1,#portmetrovancouver sponsor free entry at #PNE until 100 pm.,1,1,1
14328,14328,17448,1,1,-1,1,1,1,Woof-Soap! I'll have some at the Farmers Market! #dogs #dogsofvancouver #dogsoftwitter #smellydog #essentialoils,1,1,1
14329,14329,17449,1,1,1,1,1,1,"Cheer on the T-Birds at #UBCHomecoming, Sept. 12: #UBC #Football #IAMUBC #YVR #Vancouver http://t.co/LIgRTZDIjJ",1,1,1
14330,14330,17451,1,1,1,0,1,1,Love this photo of @GAdv_cynthia running at the seawall in #vancouver preparing for the LA marathon.,1,1,1
14331,14331,17452,1,0,1,1,1,1,so beautiful.. love vancouver #vancouver,1,1,1
14332,14332,17453,-1,0,0,0,-1,-1,Still no #power in #EastVan #Vancouver in the #dark by the #fireplace @bchydro working overtime in rain wind,-1,-1,-1
14333,14333,17454,0,1,1,1,0,1,"We reviewed @caffecittadella today, check it out here: #coffee #latte #vancouver #espresso http://t.co/7wChhF23TC",1,1,1
14334,14334,17455,1,0,0,1,1,1,"Beautiful Two Bedroom One Bath Condo Renovation In #WestVancouver. Complete #Flooring, #kitchen and #bathroom.",1,1,1
14335,14335,17456,1,1,1,1,1,1,they're so cute ?? #byevancouver,1,1,1
14336,14336,17457,0,1,1,1,1,1,"#DonDavies, NDP candidate #VancouverKingsway. Hot dog, BBQ campaign kickoff. More photos at https://t.co/XtK1a4gVSC",1,1,1
14337,14337,17458,1,0,1,1,0,0,"Wow, came in from the Valley to hike the park and I'm shocked how friendly everyone is! #vancouver #awesome",1,1,1
14338,14338,17459,0,-1,0,1,-1,0,#roastedgarlic with your dinner? #Vancouver,-1,0,-1
14339,14339,17460,0,0,0,0,0,0,"Waiting for the #CanMNT presser in #Vancouver in mere moments. Teibert, Adekugbe, and Caleb Clarke will be here.",0,0,0
14340,14340,17461,1,1,1,1,1,1,Airport life with the twinny! ?? Excited to head back home to the rez! #Vancouver #BakerTwins,1,1,1
14341,14341,17462,0,-1,1,0,0,0,"#Vancouver, if y'all can give up one coffee a week, you can help #SyrianRefugees #SyriaCrisis http://t.co/uYDxZ62u7V",1,-1,0
14342,14342,17463,0,1,0,0,0,1,KOLOBOK's home got some renovations done! #puppetsummer #vancouverfun #funforkids #stanleypark,0,1,1
14343,14343,17464,1,0,1,1,1,1,Omg! Pure bliss! Heaven! #UnbreakableVancouver #UnbreakableWorldtour,1,1,1
14344,14344,17465,0,-1,1,1,1,0,Gary on Talent Time with Paul @TalentTime talks about @UsrsC and animals &amp; our rescue &amp; education work #vancouver,1,0,1
14345,14345,17466,0,1,0,1,0,0,Arisu Japanese Restaurant spoiled me rotten! I can not wait to go back: #Vancouver http://t.co/ky8Qf4rj4B,0,1,1
14346,14346,17467,1,0,1,1,1,0,Happy long weekend Vancouver! This is your playground. #Vancouver #cypress #whatsyourwhy,1,1,1
14347,14347,17468,1,0,1,1,1,1,Loving this new view behind my apartment. #Vancouver,1,1,1
14348,14348,17470,0,0,0,0,0,0,#itokeinpublic @VanCityCouncil @VanMayorsOffice keep vapor lounges open #marijuana #Vancouver,0,0,0
14349,14349,17471,1,0,1,1,1,1,@EmpireOfTheSun in #vancouver #empireofthesun Coolest show ever!,1,1,1
14350,14350,17472,0,0,-1,1,1,0,"Why choose? One of each, thank you! Here for you until 6pm today ?? #swedentovancouver",0,1,1
14351,14351,17473,0,1,1,1,0,1,Beautiful BC #vancouverisland #Victoria ?? #home,1,1,1
14352,14352,17474,0,1,1,1,0,1,Ready 4u Janet Jackson are you ready for #vancouver #UnbreakableVancouver #UnbreakableWorldTour opening night!,1,1,1
14353,14353,17475,1,1,0,0,-1,0,Casual tree trimming in the storm #Vancouver #vancouverites #summerstorm,0,1,1
14354,14354,17476,-1,-1,1,0,0,-1,Expensive Coffee? @mojacoffee #Northvancouver,0,-1,-1
14355,14355,17477,0,0,0,0,0,0,#masi #wine maker's dinner is coming soon. Reservations are now being taken! #italianwine #vancouver #specialevent,0,0,0
14356,14356,17478,1,1,0,1,1,1,#northvancouver #blvdbistro first time for sure come back great brunch,1,1,1
14357,14357,17479,0,1,1,1,1,1,Late cereal breakfast on a Sunday lazy morning... #LongWeekend #LaborDay #WestEnd #EnglishBay #Vancouver #BC #sunny,1,1,1
14358,14358,17480,1,0,1,1,1,0,Who's ready for school?! I got a new video! #backtoschool #makeup #vancouveryoutuber https://t.co/U6sNX6Cy5U,1,1,1
14359,14359,17481,1,1,1,1,1,1,moments before the #rain came down @CanadaPlace and @HarbourAirLtd in #vancouver I think we will have an amazing fall,1,1,1
14360,14360,17482,0,1,0,1,1,1,"Ã¢â¬ÅIn a simple street you can find the whole world"""" #StreetPhotography #HumansOfVancouver #streets #canon #vancouver",1,1,1
14361,14361,17483,1,0,1,1,1,0,Ã¢â¬Å@leanamod: So happy for my neighbours. Electricity is FINALLY back on! #BCstorm #vancouverstorm #bchydro Yes!!!,1,1,1
14362,14362,17484,1,1,0,0,1,1,Today's working lunch is tough @BigRockUrbanYVR #beer #food #happy #vancouver,1,1,1
14363,14363,17485,1,1,1,0,1,1,"Arrived In Vancouver, little boy began his journey#Canada #Vancouver #Backtoschool #Freshmen",1,1,1
14364,14364,17486,-1,-1,1,1,0,-1,@leebrice @jrfm #NoWorries Not too wet #ForAFish #rain #Vancouver,0,-1,-1
14365,14365,17487,1,0,1,0,1,1,Time for a #bavaria #longweekend #LabourDay @Bavaria @Bavariauk #Vancouver,1,1,1
14366,14366,17488,0,0,1,0,0,0,"The breakfast room. Best looking restaurant space in #Vancouver - welll, most underrated perhaps #Mauryarestaurant",1,0,1
14367,14367,17489,0,0,1,1,1,1,All aboard ?? @BCFerries #vancouverbound,1,1,1
14368,14368,17490,1,1,0,0,1,0,"SOLD! 211, 1305 Welch Street. 2500 sf warehouse strata unit. ONLY one left! #NorthVancouver #sold #remax",1,1,1
14369,14369,17491,1,1,-1,-1,0,0,Taking a moment to enjoy this beautiful city with @ThePRLife @cloverpointvic #Vancouver #yvr,0,0,0
14370,14370,17492,0,-1,0,-1,0,0,#affirmation of the day #chiropractic #Vancouver,0,-1,-1
14371,14371,17493,1,1,1,1,1,1,Truly enjoying the #misabc15 conference and the beauty of #NorthVancouver,1,1,1
14372,14372,17494,1,1,0,0,1,1,Editorial published in @solstice_mag #fashion #yvr #vancouver #photographer #beauty #summer,1,1,1
14373,14373,17495,1,1,1,1,1,1,Girls! What u need to know about #NFLSunday and what to wear @ktysire #Vancouver #VancouverBlogger,1,1,1
14374,14374,17496,0,1,1,1,0,1,"Conserve your water #Vancouver If it's #yellow, let it #mellow Omg, hello #pica #dog",1,1,1
14375,14375,17497,1,1,1,0,1,1,#DEEP SOUTH PUBLIC House #Gastown #Vancouver Excellent! Fantastic service http://t.co/8xsOIqbfOZ,1,1,1
14376,14376,17498,1,1,1,1,1,0,"Beautiful day in Vancouver, heading over Lionsgate bridge into #NorthVancouver for a shoot. Have a great Morning!",1,1,1
14377,14377,17499,0,1,1,1,0,1,[VIDEO] Read my interview with #Vancouver interior designers turned #entrepreneurs! @sry604 http://t.co/vKV6SxulFl,1,1,1
14378,14378,17500,-1,0,1,1,1,0,Good Morning #smells #aveda #Vancouver,1,1,1
14379,14379,17501,0,0,1,1,1,0,@vancouvermetro Chk my NEW Editions @LUMAS #Vancouver RETWEET http://t.co/SQcQaDA9vM http://t.co/MTky6dlrx8,1,1,1
14380,14380,17502,-1,-1,-1,0,1,1,It's like the weather gods know it's the first day of school. Always raining... #Vancouver,-1,0,-1
14381,14381,17503,-1,-1,0,0,1,1,Looking west from Industrial Avenue #Vancouver,0,0,0
14382,14382,17504,1,1,0,1,1,1,Thanks for taking care of us @ShangriLa_Van Chi Spa! Can't wait to come back! #vancouver,1,1,1
14383,14383,17505,0,1,1,1,0,1,Awe #shucks. #labour of love #day. Fresh shell beans #EastVan #Vancouver #YVR,1,1,1
14384,14384,17506,1,1,1,1,1,1,Sun setting on a beautiful summer #Vancouver,1,1,1
14385,14385,17507,1,1,1,1,1,1,#sophielagirafe is back and she can't wait to play! @sophiegirafeusa #vancouver #babies #sophiethegiraffe,1,1,1
14386,14386,17508,0,1,0,1,0,1,Late Summer Sunset in Vancouver from Crab Park #ilovevancouver,0,1,1
14387,14387,17509,1,1,1,1,1,1,Great teamwork in the #crossfit #teamseries. #crossfitteamseries #newwest #newwestminster #surreybc #vancouver,1,1,1
14388,14388,17510,1,0,1,1,1,1,"Okay, we have a winner. My friend Tracy posted this #Vancouver #sunset on Facebook.",1,1,1
14389,14389,17511,0,0,0,1,1,1,Setting up for #YUM's first event in #Vancouver at Williams-Sonoma Granville - Canada. #WUVIP http://t.co/f1ej1fL7zr,1,1,1
14390,14390,17512,1,1,1,1,1,1,"Last night in #Vancouver, ending it with a Pale Ale/Dunkel/Cider flight from @chillwinston. Delicious.",1,1,1
14391,14391,17513,1,0,0,1,1,0,Look who is in town #trudeau #deltavancouversuites,1,1,1
14392,14392,17514,0,1,1,1,1,1,I missed this. ??? #home #vancouver #beautifulbc #mountains,1,1,1
14393,14393,17515,1,0,1,1,1,1,Art to remember your #Vancouver vacation by.http://t.co/hPwdi2rHtZ,1,1,1
14394,14394,17516,0,1,0,0,1,1,Thanks to all who came to #SoloFlamenco in #NorthVancouver. 2 standing O's for 2 shows for #KasandraFlamencoEnsemble,1,1,1
14395,14395,17517,1,1,0,1,1,1,Is it fall in #Vancouver already? @GlobalBC,1,1,1
14396,14396,17518,1,0,1,1,1,0,#Papa John's Pizza #West Point Grey #Vancouver Excellent http://t.co/jgv8jTRVxO,1,1,1
14397,14397,17519,0,1,1,1,0,1,Welcome to #Vancouver @NordstromVAN! Find out how you can get a sneak peek of the store here http://t.co/GA71eSZDQE,1,1,1
14398,14398,17520,0,-1,-1,-1,0,-1,#itokeinpublic @MayorGregor #Vancouver keep vapour lounges open! #marijuana @CannabisCulture #protest,-1,-1,-1
14399,14399,17522,1,1,1,1,1,1,Pretty impressive @EASPORTSFIFA @EASPORTS #fifa16 #motioncapture #vancouver @m6info,1,1,1
14400,14400,17523,0,0,0,0,0,0,Facts about #Vancouver #green #economy success @VanEconomic #SmartClean,0,0,0
14401,14401,17524,1,-1,1,0,1,-1,"Can wait till you're open! #Nordstom #vancouver (@ EBar @ Nordstrom in Vancouver, BC) https://t.co/IT2n7aCglN",1,-1,0
14402,14402,17525,0,1,0,1,0,0,#filming on a boat for the last two days! so pretty #vancouver,0,1,1
14403,14403,17526,1,1,0,0,1,1,All #Pints are $5.50 @pintvancouver even Guinness! All night! #vancouver #drinkspecials #Beer,1,1,1
14404,14404,17527,0,0,1,1,-1,-1,#VancouverWindstorm. It wasn't all bad. More images at https://t.co/Hf6AvygSn9,0,0,0
14405,14405,17528,1,1,1,1,0,0,Taking advantage of break in #Vancouver rain to join @JewishVancouver #AxisCampClassic players for #softball fun.,1,1,1
14406,14406,17529,0,0,1,1,1,1,@VLAFF !!! He we go!! #Vancouver #VLAFF #VLAFF2015,1,1,1
14407,14407,17530,1,1,1,1,1,1,@TacofinoVAN @TacoFinoTofino #HealthyOptions #foodtruck #MustTry from #Tofino #onlyInVancouver #vegetarian #foodporn,1,1,1
14408,14408,17531,1,1,1,1,1,1,17th Annual #VancouverWritersFest Poetry &amp; Short Story Writing Contest. Check it out at Ã¢â¬Â¦ http://t.co/qEknkOrXhb,1,1,1
14409,14409,17532,1,1,1,1,1,1,New #antsquaremerchant @oliveandpiper is making it big in #Vancouver with their beautiful jewellery. #FF,1,1,1
14410,14410,17533,0,-1,1,1,1,0,"Beautiful Two Bedroom One Bath Condo Renovation In #WestVancouver. Complete #Flooring, #kitchen and #bathroom.",1,0,1
14411,14411,17534,-1,-1,1,1,0,1,Goodbye #vancouver #Honeymoon,0,1,1
14412,14412,17535,-1,-1,-1,-1,0,0,#accident on 7th and Alberta on #vancouver. No serious injuries but #traffic is starting to be affected @NEWS1130,-1,-1,-1
14413,14413,17536,1,1,1,1,1,1,"Thank you to one of the street teams for #sayhitoastranger. Sandra, Sam and Katrina. #vancouver.",1,1,1
14414,14414,17538,1,1,1,1,1,1,football :) ?? #Quebec #laval #sport #vancouver,1,1,1
14415,14415,17539,1,1,1,1,0,1,"INDULGE // Visit us for dessert, you'll never be disappointed! Red Velvet anyone? // #BLVDYVR #Vancouver",1,1,1
14416,14416,17540,0,0,1,0,1,1,"@sltconference - are you an #imagineer? #vancouver (@ The @VancouverClub in Vancouver, BC) https://t.co/XgBikf4i6I",1,1,1
14417,14417,17541,1,0,1,1,0,-1,Happy #humpday $3.25 drinks @MetPub #Gastown #Vancouver #drinklocal #cheapeats,1,0,1
14418,14418,17542,1,1,1,1,0,1,Never too old for a @buildabear experience :) #Vancouver #lovehavingnephews,1,1,1
14419,14419,17543,0,0,1,1,1,1,@clintblack : @PNE_Playland : Can Definitely Say My Summer is Complete now. #vancouver #BC #PNE . Truly Amazing,1,1,1
14420,14420,17544,1,1,1,1,1,1,@trevboddy begins the discussion of the #architecture between #dubai and #falsecreek #vancouver. #marayaprojects,1,1,1
14421,14421,17545,0,0,0,0,0,0,Go @realDonaldTrump! while running for #POTUS the guy also finds time to build #hotels. #GOP #Trump2016 #Vancouver,0,0,0
14422,14422,17546,1,1,-1,-1,-1,-1,#YouKnowSummersOverWhen all the terrible #Summer #TV shows have their season finales #Sad #Vancouver #Followme,-1,-1,-1
14423,14423,17547,0,1,0,0,0,1,#bcstorm evening finished with candlelight #Vancouver #westend,0,1,1
14424,14424,17548,1,1,1,1,0,0,Everyone's welcome @Postmarkbrewing for delicious #craftbeer #EastVan #Vancouver #craftbrewery,1,1,1
14425,14425,17549,1,1,1,1,1,1,Excited to call this place my new home in a few weeks ???? #Vancouver #GoodbyeTO #ComeVisitUs!,1,1,1
14426,14426,17551,0,0,-1,-1,1,0,"Ohhhh riiiight, this city does a whole wind/rain thing for 8 months of the year. My bad. #vancouver #hairtoss",0,-1,-1
14427,14427,17552,1,0,1,1,1,1,Some of the best sushi and oysters I've ever had! Loving everything about Coast Restaurant @Glowbal_Group #Vancouver,1,1,1
14428,14428,17553,-1,-1,1,1,1,1,#affirmation of the day #chiropractic #Vancouver,1,1,1
14429,14429,17554,1,1,1,0,1,1,"We're getting weekend ready with mountains, fresh air and #coldpressedjuice!! #vancouver #health #fitness #outdoors",1,1,1
14430,14430,17555,1,0,0,0,1,0,I am so exited to see @JanetJackson's #UnbreakableWorldTour 2nite's the nite #UnbreakableVancouver see you there!,1,0,1
14431,14431,17556,0,0,1,1,0,1,Get your #hudson #chair #Vancouver! (fully upholstered of course ??) #illexplainlater #neveradullmoment,1,1,1
14432,14432,17557,1,1,1,1,1,1,Another beautiful sunset last night! #Vancouver,1,1,1
14433,14433,17558,1,1,-1,-1,0,1,#itokeinpublic @VanCityCouncil #Vancouver #marijuana #everywhere vapor lounges must remain open!,0,1,1
14434,14434,17559,1,1,1,1,0,0,"@Amtrak thanks for the ride to #vancouverbc. Big delays due to Fraser River repairs, but happy to be safe!",1,1,1
14435,14435,17560,1,1,1,1,1,0,It's Happy Hour in Vancouver! #hyattregency #grain #graintastingbar #vancouver #aboutcruiseships,1,1,1
